product_id,product_name,category,actual_value_dollar,discount_percentage,rating,rating_count,user_id,product_link
B09YLFHFDW,"Sony WI-C100 Wireless Headphones with Customizable Equalizer for Deep Bass & 25 Hrs Battery, DSEE-Upscale, Splash Proof, 360RA, Fast Pair, in-Ear Bluetooth Headset with mic for Phone Calls (Black)","Electronics|Headphones,Earbuds&Accessories|Headphones|In-Ear",34.44,0.43,3.6,2.272,"AGPAF3K6YHEM7446WLCBQJZWORAQ,AECOALJSL7PRTK6PAPQVUM6BT3MA,AHYSFJSMB2QV5236QBEYJ7TFBMEA,AGT55L7XB6PFMNTDTRVHZTD6W4EQ,AGIGWMNDM3SRININDV7BH7YG3C6Q,AHPG3AAPVL7HKSID4IPJ5MDAMAJA,AER3MEPIVO2UH7ZC2DBFABZIBPSA,AF6LZ57BTR46HO4KDLYUF7UJZQ5A",https://www.amazon.in/Sony-Headphones-Customizable-Equalizer-DSEE-Upscale/dp/B09YLFHFDW/ref=sr_1_325?qid=1672903011&s=computers&sr=1-325
B07YWS9SP9,"Zebronics, ZEB-NC3300 USB Powered Laptop Cooling Pad with Dual Fan, Dual USB Port and Blue LED Lights",Computers&Accessories|Accessories&Peripherals|LaptopAccessories|CoolingPads,12.33,0.4,4.0,7.601,"AHG7RESECZ5S4EAPBC4A2DMHDOSQ,AEOPEGWC2WPLKRI7G4JLCRHB4BFA,AFEBFFAOMPMC6L3DMOXJYP355UNA,AE27PFEMMMJS44GT27KPL6VUOQUQ,AGWDATRMJQ4TWXQ5PRWFGTMMFWQA,AGCZ5ATYCHHLW3424W3YANJIDVUA,AFULIW5XYUCVPAALQEJYZFZVCKBQ,AFSTZISVUGRJGZYYDY34KP25ZTIQ",https://www.amazon.in/Zebronics-ZEB-NC3300-Powered-Laptop-Cooling/dp/B07YWS9SP9/ref=sr_1_326?qid=1672903011&s=computers&sr=1-326
B002PD61Y4,D-Link DWA-131 300 Mbps Wireless Nano USB Adapter (Black),Computers&Accessories|NetworkingDevices|NetworkAdapters|WirelessUSBAdapters,14.91,0.58,4.1,8.131,"AGA2PZGWMQIRA46VYOTICFE7KCBA,AHI2QJ4CLTCQWACDIC2LDFJPDAPA,AEXAFY7V2ZRZI2GD2J6KDOWBZUBQ,AHAEBXTXQDY355AGFMFX3Z2VAAUQ,AETRIARSUFSMNG5LFJZMW6CBJMMQ,AEHQQTEDMSXRGSBDDEIH3JF4AOMQ,AGMG74N6WQGI376W7GEJJ4XD3ARQ,AG7QMBEFFY2LJJKKEVWMJU2BMNRQ",https://www.amazon.in/D-Link-DWA-131-Wireless-Adapter-Black/dp/B002PD61Y4/ref=sr_1_327?qid=1672903011&s=computers&sr=1-327
B08WLY8V9S,"Tukzer Gel Mouse Pad Wrist Rest Memory-Foam Ergonomic Mousepad| Cushion Wrist Support & Pain Relief| Suitable for Gaming, Computer, Laptop, Home & Office Non-Slip Rubber Base (Blue)","Computers&Accessories|Accessories&Peripherals|Keyboards,Mice&InputDevices|Keyboard&MiceAccessories|MousePads",11.1,0.53,4.5,4.219,"AHPLA3DROALHPBANLV74CKFA4UAQ,AFQKF4QRKCVDUZPTG4TY3QYQHYUA,AEVWWMB5UUJ6DPXQ5LA7D27G7HEA,AHG4SFZWRNQXOK66GANDZ74HIVAA,AEW2EZ75VP3NO4WVJA64BJFBM6QQ,AH6C46FX74ETQPE52ALQ6RKISIPA,AHZZXJWETMZR7SH7C22KVUT7VHAA,AGPZLMY6JJVJNVHA3JEM6XM5CSYQ",https://www.amazon.in/Tukzer-Memory-Foam-Ergonomic-Mousepad-Suitable/dp/B08WLY8V9S/ref=sr_1_328?qid=1672903011&s=computers&sr=1-328
B0873L7J6X,"Infinity (JBL Glide 510, 72 Hrs Playtime with Quick Charge, Wireless On Ear Headphone with Mic, Deep Bass, Dual Equalizer, Bluetooth 5.0 with Voice Assistant Support (Black)","Electronics|Headphones,Earbuds&Accessories|Headphones|On-Ear",49.37,0.63,4.2,42.775,"AGHTZ6M45GWLTAEPAMM6IEH2BXOA,AGVTW4CSK4PNN4WGW6E2UYMIBA2Q,AEOEJGMPT5X4TS52IF3PJOQ27NXQ,AHJBBEOG5EDRWE3TWLZWZIQ7EIPQ,AGK2S2TC3YVWNUA6ME6NPXSEFHEQ,AGYXHQWJMEIVGPFSNUOON3CFXN4A,AFYRCVBOUMS7NDZBSLAPKGVNLXJA,AFOKIAQZSW4G2XVCTMCKDBKHMWGA",https://www.amazon.in/Infinity-Glide-510-Headphone-Equalizer/dp/B0873L7J6X/ref=sr_1_329?qid=1672903011&s=computers&sr=1-329
B07YNHCW6N,Robustrion Smart Trifold Hard Back Flip Stand Case Cover for Apple iPad 10.2 Cover iPad 9th Generation Cover 2021 8th Gen 2020 7th Gen 2019 Generation Case - Black,"Computers&Accessories|Accessories&Peripherals|TabletAccessories|Bags,Cases&Sleeves|Cases",30.85,0.78,4.3,5.556,"AGELGKPUVEJXOFDB3I3OCEGLRHAA,AGURDYN3ZRF6E6XBIP3E67PNKHKQ,AEQZ7R5E3KOSW4U65S4HFY4TOISQ,AFIUBVJJSLGYNID7GWQQHPE3KSXQ,AE565UJ6PONRGUN6Z7BBE63X6D2A,AEM3OIJTDEQTCUKSWMICRKOFPISQ,AE7ZZAYS6ZDZ3PQEPKBKRPZKQIIQ,AEPUJDSJZGXDU3PM65QI7OECGZXQ",https://www.amazon.in/Robustrion-Smart-Trifold-Stand-Generation/dp/B07YNHCW6N/ref=sr_1_331?qid=1672903011&s=computers&sr=1-331
B07232M876,"Amazonbasics Micro Usb Fast Charging Cable For Android Smartphone,Personal Computer,Printer With Gold Plated Connectors (6 Feet, Black)",Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,4.88,0.5,4.2,92.595,"AF7IXQKBUL6NEIQG4R53LMJJUGXQ,AFODI4XXHXHBFFUHK7N5LVKWEXTQ,AGNONTMQDE5KLLDEEB57Z3C5WAEA,AFW6NV5N3FUXV3CNUACPSYC5AB3Q,AEW6KBDGJEWIOQKAW3FP74GMV6TA,AEGT7WPGXXMSH5J3LZLL6CPJ7QMQ,AEKCUG7WMX6KMP6VFBWI3ICW5CBQ,AF2544C4RGIBQX7Y4JMKMSMXMRRQ",https://www.amazon.in/AmazonBasics-Micro-Charging-Android-Phones/dp/B07232M876/ref=sr_1_332?qid=1672903011&s=computers&sr=1-332
B01MQ2A86A,"Logitech M331 Silent Plus Wireless Mouse, 2.4GHz with USB Nano Receiver, 1000 DPI Optical Tracking, 3 Buttons, 24 Month Life Battery, PC/Mac/Laptop - Black","Computers&Accessories|Accessories&Peripherals|Keyboards,Mice&InputDevices|Mice",20.31,0.21,4.6,12.375,"AE6TTPY5R4YW3XHTPGX6CGHLMVGA,AG5CBSM4UJ7KPPFIQGZPIXASGR2Q,AHM4EBIS4ZE6DWJJBGCJ7OPTBA4Q,AE5M5KSBCHDULWFU2S2YB7JAWQDQ,AGMVFFHVHR6DRCMJOOLWQCN5ZXIQ,AECKGXUASU4IXEIMUNT2ZGT47JPQ,AHJVTASYJSVOZ7XSEMDCWOK3X44Q,AGWG3P5XN6X6JHXKXXOK67JWZRXA",https://www.amazon.in/Logitech-Silent-Wireless-Mouse-Black/dp/B01MQ2A86A/ref=sr_1_333?qid=1672903011&s=computers&sr=1-333
B00KIE28X0,"Camel Artist Acrylic Color Box - 9ml Tubes, 12 Shades",Home&Kitchen|CraftMaterials|PaintingMaterials|Paints,3.83,0.0,4.5,5.882,"AEF5YBIELXGHKIQUBYBHTEPHHAHA,AETP2GEWPZZBFPYMEMT7GSNYWYGA,AH6PZK3J5MOWJGYL4TNLJEOQCFEQ,AHHV6JDMQT4XARSRIQ7QVIJVLZCQ,AHH25W6KHMEYNBKGDDRMT4VJEUDQ,AGKFR5XM34RLI4CEM5ZA3C2Z3OMA,AEV4TPYJS3L7ZBGHNQ2QFYSOKHBA,AGSFY2HVKGNNWGDB3JVE3ILC6CCA",https://www.amazon.in/Camel-Camlin-Kokuyo-Acrylic-Color/dp/B00KIE28X0/ref=sr_1_334?qid=1672903011&s=computers&sr=1-334
B08BQ947H3,"LIRAMARK Webcam Cover Slide, Ultra Thin Laptop Camera Cover Slide Blocker for Computer MacBook Pro iMac PC Tablet (Pack of 3)",Computers&Accessories|Accessories&Peripherals|LaptopAccessories|CameraPrivacyCovers,1.84,0.0,4.3,10.833,"AFF3MID2VKCRG3UPIGY4OPDLKNBQ,AGYZOVT6JVQNGFJ2WL62EMZ2Q6XQ,AGM2GCYQPQRIRJYCQBKBUOCD6VJA,AHKM6B5F2SLXBFKIBHFHGBXNF4HA",https://www.amazon.in/LIRAMARK-Webcam-Blocker-Computer-MacBook/dp/B08BQ947H3/ref=sr_1_335?qid=1672903011&s=computers&sr=1-335
B0BHYJ8CVF,"Portronics Key2 Combo Multimedia USB Wireless Keyboard and Mouse Set with 2.4 GHz Wireless Technology, Soft & Silent Button, Compact Size (Grey)","Computers&Accessories|Accessories&Peripherals|Keyboards,Mice&InputDevices|Keyboard&MouseSets",18.51,0.23,4.1,10.443,"AHRVMPX2FGGIB5LCJFVMAHO7JEHA,AFG3EU556AXTCQXSTGYD2ACM5H6Q,AHW5MLVXYWBRYXXWXGQEH27GVVPA,AGD6XZR3ZUKMJYLBUAWUB4B4YLMA,AHNLTOBDXT2YN4GT5PH6FCZAYZLQ,AHDH2HUAAI2BUJ3DOD5HUQIG3EJA,AFVSLNLGZJITGITPXVRIZPHFK6BQ,AED6JXY3SFVHOYMZM4MBG6D2LGAQ",https://www.amazon.in/Portronics-Multimedia-Wireless-Keyboard-Technology/dp/B0BHYJ8CVF/ref=sr_1_336?qid=1672903011&s=computers&sr=1-336
B0BCVJ3PVP,"SupCares Laptop Stand 7 Height Adjustable, Aluminium, Ventilated, Foldable, Portable Laptop Holder for Desk & Table Mount Upto 15.6 inch Laptop with Carry Pouch (Silver)",Computers&Accessories|Accessories&Peripherals|LaptopAccessories|Lapdesks,16.04,0.62,4.5,434.0,"AEBO2BBZLCJSQSMQSSZUR4JWW6UA,AFERB3TDE3HAUIGGRZAO7LNF7SYA,AEL6TWTQL7SWNSG4HKWQSG3W637Q,AEL2KKF43WA7LB7RMTMTZ24MKYCQ,AFMZ2T55AMKECVHVB3JJ5H6K2FOA,AHPDB57FWX3S3RH23DO7ZDQRGDLQ,AHNJJSSGE5AONEUXED5DKSZWMXVQ,AGX75LWRUNOTPPS7R6LLOIMAWS6Q",https://www.amazon.in/SupCares-Adjustable-Aluminium-Ventilated-Foldable/dp/B0BCVJ3PVP/ref=sr_1_337?qid=1672903012&s=computers&sr=1-337
B0B2931FCV,"ZEBRONICS Zeb-Sound Bomb N1 True Wireless in Ear Earbuds with Mic ENC, Gaming Mode (up to 50ms), up to 18H Playback, BT V5.2, Fidget Case, Voice Assistant, Splash Proof, Type C (Midnight Black)","Electronics|Headphones,Earbuds&Accessories|Headphones|In-Ear",51.84,0.76,3.5,1.913,"AE2XBDOYDMXVHS6NWFKR363SXNEQ,AFEWNQ3WHCXFV334RKDY6TQV5F2A,AFYHSM4NZORPAYX4P6XIV3OPZE7Q,AGGJTBH2YKIJVXXHKKLZGI7BDCMA,AGZQ2GV6RFFSGSEEGZCEA55XSYKQ,AF6RMANVDWWGUPHGAQGEI523WDTA,AHUDYFZ2QJF2XQNTH6OYYHJIDGHA,AEOJR4XRHE3AQOTMVVOIESTP34IQ",https://www.amazon.in/Zebronics-Zeb-Sound-N1-Bluetooth-Assistant/dp/B0B2931FCV/ref=sr_1_338?qid=1672903012&s=computers&sr=1-338
B09TMZ1MF8,Western Digital WD Green SATA 240GB Internal SSD Solid State Drive - SATA 6Gb/s 2.5 inches - WDS240G3G0A,Computers&Accessories|Components|InternalSolidStateDrives,49.38,0.57,4.4,3.029,"AEKGNCGEX4A2YHHJVEYHG4WG4VUQ,AGYPRRDBRPAJTRKZM23GNNMLG4DA,AEOHHIVTTMTCKM4BGPQBFUR2P6OQ,AHROOB2PRQPJF3IOOZ3NSX7YKBSA,AHSVLMKLIMZE3DJNARIJVQJFF2OA,AGYRZSILDP3KYP7AYCCKCJPHTHMA,AHISCX6HUBKW7D2SZNRHWICDLTZA,AGWXKPC2SCHOJT4MMPDYBEP4WVCA",https://www.amazon.in/Western-Digital-Green-240GB-Internal/dp/B09TMZ1MF8/ref=sr_1_339?qid=1672903012&s=computers&sr=1-339
B07VV37FT4,Classmate Octane Neon- 25 Blue Gel Pens | Smooth Writing Pens| Water-proof Ink For Smudge-free Writing| Preferred By Students For Exam & Class Notes| Study At Home Essential,"OfficeProducts|OfficePaperProducts|Paper|Stationery|Pens,Pencils&WritingSupplies|Pens&Refills|GelInkRollerballPens",3.09,0.0,4.2,2.628,"AFE7R5FCWMXW42O5UTZ7YEAWGF7A,AHZMXBBTAGNP5FSXCLSP676YEJOQ,AFZUA67QC4VNENJEL2DUIJERYKRA,AHKCXIGVYQTE4LJIPBIFSQNYZSCQ,AHYC3B3YXT6CUZMS5X2TWWEY5W7Q,AEDV4GI2RIY5EVU7EXSDYNSRSVSQ,AFDQ5XNQEFSZJNO7MQZWRNV5TISQ,AHJCN3WBIWAFPESBIGKPYRNWEXFA",https://www.amazon.in/Classmate-Octane-Pen-Neon-Refills/dp/B07VV37FT4/ref=sr_1_340?qid=1672903012&s=computers&sr=1-340
B07P681N66,"TP-Link AC600 600 Mbps WiFi Wireless Network USB Adapter for Desktop PC with 2.4GHz/5GHz High Gain Dual Band 5dBi Antenna Wi-Fi, Supports Windows 11/10/8.1/8/7/XP, Mac OS 10.15 and earlier (Archer T2U Plus)",Computers&Accessories|NetworkingDevices|NetworkAdapters|WirelessUSBAdapters,27.15,0.45,4.4,24.78,"AHDFR3PDKEBV72HXRL3RJJLS3YYA,AHYUZ2BLKNN6UJLFYWCXCEFZTOVQ,AHBST4ZJ5665DV2TCR4W4J2OI3DA,AGHPOFCHZ73Q2Q2IFTCJLUSEL2NQ,AHOMYGLSLJLCOT7Z24PZSVJY3LJQ,AESJE2EZD7S7WOYBN7RE7ZF3J2MA,AF23GXF525XSMXPJBEHP4SPKOZNQ,AFX5NHAAOUKKENAT6GWNKY3X5YTQ",https://www.amazon.in/TP-Link-Wireless-Adapter-Archer-T2U/dp/B07P681N66/ref=sr_1_341?qid=1672903012&s=computers&sr=1-341
B07JB2Y4SR,Classmate Octane Colour Burst-Multicolour Gel Pens (Pack of 10) | Gold & Silver Glitter Sparkle Pens|10 colour ink shades for art lovers and kids|Fun at home essentials,Home&Kitchen|CraftMaterials|DrawingMaterials|DrawingMedia|Pens,1.23,0.1,4.4,10.718,"AFZD4RCAOTL4JRRKT6WHVVJWDNHA,AECAPFEPRBCKU4VOBRUGOVMNJBXA,AH2UVQCFNAROZ46WLW3GCZQBZ6TQ,AE4FRP3D6KIQG7H3GP436GUD52VQ,AEZGVKB6YZLTQQTT356NGQIXBMCA,AESGKVHA72PDDC7C45OGNNEMTUKA,AFSSI6KQRVUBQ6DTUNIXZ4PJ4Z2A,AG2X6AGQIUAPKCJIXEZTL2DPVISQ",https://www.amazon.in/Classmate-ITC-Octane-Colourburst-Pen/dp/B07JB2Y4SR/ref=sr_1_343?qid=1672903012&s=computers&sr=1-343
B08KRMK9LZ,"Tukzer Stylus Pen, iPad Pencil with Palm Rejection Tilt Sensor| 2nd Gen for 2018-2022 iPad 6/7/8/9th Gen; iPad 10.2"", Pro 12.9/11"", Mini 6/5th, Air 5/4/3rd, Precise for Writing/Drawing (3 Spare Tips)",Electronics|Mobiles&Accessories|MobileAccessories|StylusPens,74.06,0.66,4.2,6.233,"AE5B5BRM3KRUUMGH2DOGYGFHAEAA,AFY5TPNWXE2RPD5FGQR3WHF3J27Q,AFH3LWABFWVDV36O4EA7EDMVB7OQ,AGVLQO56YOIYSE6RU3B634QL325Q,AE56AJOPJC6V2NF73NNWOLPERPXA,AHWBMGU2SOK2A2UZBXGWF5O7QCMA,AEVYMGVYSOXKLLJGQNUBA63NQXOQ,AFT7U6QBELQJ5BQILAGPDITY26FA",https://www.amazon.in/Tukzer-Rejection-Compatible-2018-2020-Precise/dp/B08KRMK9LZ/ref=sr_1_346?qid=1672903012&s=computers&sr=1-346
B08LT9BMPP,"Logitech G102 USB Light Sync Gaming Mouse with Customizable RGB Lighting, 6 Programmable Buttons, Gaming Grade Sensor, 8K DPI Tracking, 16.8mn Color, Light Weight - Black",Computers&Accessories|Accessories&Peripherals|PCGamingPeripherals|GamingMice,24.63,0.25,4.5,10.541,"AHIZSFJAXQCBI5OCUHJFSGIARK7Q,AFVRWGOEBQKKF7RQOZTUXZEKIBVA,AE5S6YA36LI6NLAPALMF4AY5AZ4Q,AGMUT37GOKFEAYGAMGAFXJYA2M5A,AEXXGQOF7CTRUY5RYCD5RLB73BWQ,AFAEKGGAPT6K7N6BNE5TB3CWZ4MQ,AFSN5W54IFWZYEVIOUNU7NYT7ZLA,AELB7VZWZEFBZAOH33CHYBJ2OF3A",https://www.amazon.in/Logitech-G102-Customizable-Lighting-Programmable/dp/B08LT9BMPP/ref=sr_1_347?qid=1672903012&s=computers&sr=1-347
B082T6V3DT,"AmazonBasics New Release Nylon USB-A to Lightning Cable Cord, Fast Charging MFi Certified Charger for Apple iPhone, iPad (6-Ft, Rose Gold)",Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,25.93,0.62,4.3,8.188,"AFWJSD4AVIM6DC3YA63G2QPENQSQ,AGKSW3FNH3REYN3OKPKJN4KWXLMQ,AEI7HJU4RFV6NR5WSRDQV5ZSRYSA,AGFN3SLEECW6DYL2CVGLIHJCVVHA,AGY7ZX7WDDSGAZJBPPS3MCIL7U7A,AEX422U2J6S45PAKDJIFJB7WNVLQ,AEHU6ETDR7HVQOGLKITDETHZEO7A,AE7VL5JTR7ZZ67UPBM6KP2NYEOYQ",https://www.amazon.in/AmazonBasics-Nylon-Braided-Lightning-Cable/dp/B082T6V3DT/ref=sr_1_351?qid=1672903012&s=computers&sr=1-351
B0814ZY6FP,"Zebronics ZEB-VITA Wireless Bluetooth 10W Portable Bar Speaker With Supporting USB, SD Card, AUX, FM, TWS & Call Function",Electronics|HomeAudio|Speakers|BluetoothSpeakers,14.8,0.25,3.8,10.751,"AHGSRT7WNHURSXA5J47RZCOKGWBA,AHHI45SVDVL245YMCPAW5MX3GIAA,AFRXSJD46OBRO2RPVIE2737OTB4Q,AHNI4LO3KW4DTBDT76SF7HJPI3LQ,AG57WIFEBPDQCK3G7H5T3KTXMRHQ,AGFHWXMDW6NRVZIBPE2NAF4BS2LQ,AESEEUG5PHMGMD5K72ZP4NW7NF3A,AGVLSI7FTT3EPIOTOVO67VBQGQYQ",https://www.amazon.in/Zebronics-Zeb-Vita-Portable-Speaker-Bluetooth/dp/B0814ZY6FP/ref=sr_1_352?qid=1672903012&s=computers&sr=1-352
B09F3PDDRF,"Lapster USB 3.0 sata Cable for 2.5 inch SSD and HDD , USB 3.0 to SATA III Hard Driver Adapter , sata to USB Cable-(Blue)",Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|SATACables,12.33,0.65,3.9,817.0,"AG726NQTX4GKLFNXFOAQBFA6JQGQ,AHAI3QJ4Q5GQAQRQTSJGPR3BBVYA,AETDBRTOHY56QNWI57VHDA2C57HQ,AGLQDF4STKEC43X7AGQ4HR6SFKFQ,AG4KWB76KAF53ROOZQ5NG4KEAUIQ,AF3G3VBMX7MF3ZNHNO4C737BYZVA,AFALR44LTLTN7PHHQNB7HJDZMEZA,AE5WPJODNCWCZCMCMMXZ4DKDVIIQ",https://www.amazon.in/LAPSTER-SATA-CABLE-LAPTOP-DESKTOP/dp/B09F3PDDRF/ref=sr_1_353?qid=1672903012&s=computers&sr=1-353
B07X963JNS,"URBN 10000 mAh Lithium Power Bank UPR10K with 12 Watt Fast Charging, Blue",Electronics|Mobiles&Accessories|MobileAccessories|Chargers|PowerBanks,30.85,0.64,4.0,36.384,"AFQUZXA3JPEY4SN7Y772C3Q55IWA,AGUHIAX34GIKOODYIJPF3WLC7D4Q,AFU2GGLEYBWH47VH3HVIR3352MPA,AFHP4M777XP7BFZDMZBUR755IQWQ,AEUXG6K2NIXVHWICO5AUEZ5TZX2A,AHWNDRVWM3DJTAWT2AXHUU2QMVMA,AGPCRJBUW6U66EYH5WARIXLIWLVQ,AFK6EVINI6JZPXK6CRXGD6G7V6VQ",https://www.amazon.in/URBN-Li-Polymer-Charge-Compact-Certification/dp/B07X963JNS/ref=sr_1_356?qid=1672903012&s=computers&sr=1-356
B09LD3116F,Qubo Smart Cam 360 from Hero Group | Made in India | 2MP 1080p Full HD | CCTV Wi-Fi Camera | 360 Degree Coverage| Two Way Talk | Mobile App Connectivity | Night Vision | Cloud & SD Card Recording,Electronics|Cameras&Photography|SecurityCameras|DomeCameras,49.26,0.38,4.1,3.606,"AEAJ3Z2IULDDDQC7KCSUIC62M3GA,AEUO6UO5UQUSD4SLP3YJMIP6BOWA,AE5LG42YQKQ5MSEFHFL7N2AIUGQA,AGBOOOPREO7W2ZYNMUBO63UNF5LA,AG2VIEGXWD4W3JNOTSCZR5VU52PQ,AGDKUAES3AEKOQYGU2SSSDV7GGNQ,AE5UIXZIYQZMWTMJQNMGSPZKNUXQ,AFBLE3JAWJK5XQJTOQHYLKNJX3FA",https://www.amazon.in/Smart-Camera-Coverage-Intruder-Google/dp/B09LD3116F/ref=sr_1_357?qid=1672903012&s=computers&sr=1-357
B08Y5QJTVK,"Duracell CR2025 3V Lithium Coin Battery, 5 pcs, 2025 Coin Button Cell Battery, DL2025",Electronics|GeneralPurposeBatteries&BatteryChargers,2.47,0.42,4.4,357.0,"AGKIML44ZYBW3KKQQ6NNGHOF63EQ,AGJRLOKQPBND2JW7QDUL5U5MY5OQ,AGSJ3NH4VK35QJ2R3SIOG6PPP4LA,AHQR6R4RUMMQMBKTR7ZIOCSFIBGA,AGYWUI23AWDZSGA66PMAUJ4LJWTA,AFGG2P2ER6TDPATVVAMRSJNSHBKA,AHZXNS63DN6MZDH3WSKYRLWSG3DA,AHZEXACAG3YWARLUXFF6G3LK52AA",https://www.amazon.in/Duracell-Chhota-Power-Coins-2025-5/dp/B08Y5QJTVK/ref=sr_1_358?qid=1672903012&s=computers&sr=1-358
B00LY1FN1K,"Camel Fabrica Acrylic Ultra Color - 15ml each, 10 Shades",Home&Kitchen|CraftMaterials|PaintingMaterials|Paints,2.84,0.13,4.4,10.17,"AEX7BFQ7AJA6LRX42T72KUOL5UVA,AH5RMYKZKKV4XY26DP4D44PIKESQ,AGV3XFWGIUXJHLG2TGMUOMPRHAFA,AETKISIGU4D6AWWNZQMNWVRWOJ4Q,AHJOREVZKA5XCCFUV4QBFLNO5GEA,AFJKLPLG5YPJLSF6BHH4W2MJI35A,AFYR2ZQMPQP6L5377C2CDAZNYAOA,AHV6MRKEUBJA3I3DDIBEB5SNNWVA",https://www.amazon.in/Camel-Camlin-Kokuyo-Fabrica-Acrylic/dp/B00LY1FN1K/ref=sr_1_359?qid=1672903012&s=computers&sr=1-359
B07DJ5KYDZ,Lenovo GX20L29764 65W Laptop Adapter/Charger with Power Cord for Select Models of Lenovo (Round pin) (Black),Computers&Accessories|Accessories&Peripherals|LaptopAccessories|LaptopChargers&PowerSupplies,34.52,0.55,4.4,4.598,"AEHIUDWIZIPJN662N7WZ2KXXOMBQ,AHYZLCABV6IHJ54AO3Y7CVPJEO2A,AE75YQCXBMW3R4W2MVET2JICVCYA,AGTWEVGMY74N5L7YFLZQTHAA3IOQ,AHTXOR5HIEOVIAFR7JI6EZCNI3GQ,AH43WZFVRMTGXLVOGRO2Q7HVR2SQ,AGPRYLCS5QJKBCHQKRYVU5U5JUGQ,AHV64HQ62RSHY5AXQZNKUC6DGL4A",https://www.amazon.in/Lenovo-65W-320-15IKBRA-320S-14IKBR-510S-13IKB/dp/B07DJ5KYDZ/ref=sr_1_360?qid=1672903012&s=computers&sr=1-360
B009LJ2BXA,"Hp Wired On Ear Headphones With Mic With 3.5 Mm Drivers, In-Built Noise Cancelling, Foldable And Adjustable For Laptop/Pc/Office/Home/ 1 Year Warranty (B4B09Pa)",Computers&Accessories|Accessories&Peripherals|Audio&VideoAccessories|PCHeadsets,12.33,0.35,3.5,7.222,"AFIZUD4UBB67LGWY6CVLRHKA75IA,AG2TD3527KNZZNE46UL2AK56FSZQ,AFEIKYOYXJ5RNF3MHQ6C5U7Q3ZWA,AGON45QTQGUA7BQ4YMU47OFR7A4Q,AEEZJKFACBVCAW4R5CM45YW4GGZA,AF2CV2NIYSCEV4XH4K6AHNDAJL7A,AETSE7X7ADVJXJYX6VW4SJAX5SKQ,AEDH7DZL7EV37HNO2Y774YFM6SYA",https://www.amazon.in/HP-B4B09PA-Headphones-with-Mic/dp/B009LJ2BXA/ref=sr_1_361?qid=1672903013&s=computers&sr=1-361
B09BVCVTBC,"Redragon K617 Fizz 60% Wired RGB Gaming Keyboard, 61 Keys Compact Mechanical Keyboard w/White and Grey Color Keycaps, Linear Red Switch, Pro Driver/Software Supported",Computers&Accessories|Accessories&Peripherals|PCGamingPeripherals|GamingKeyboards,43.2,0.24,4.5,1.271,"AEAHQT2GADXG7O5HE362SSWYG5TQ,AFXIZPXW2Y4UA5NWS3EEQOVQGJZQ,AHCUW37ZFHKL7ZTUFAAOFYKTCQNA,AG2MU763T3BPRZNAXR3VCD35A4UQ,AFTZLBOMSZSCBJ7CK5VXRSA6FGMQ,AGGY6AIN2TRYYC62GJQ5B2Z6ZNCA,AF3XNLNL4NT6ZSZUXYXARJAWYFPQ,AGKYWFUBZOSOAMI4I6YA72S6I5QA",https://www.amazon.in/Redragon-K617-Keyboard-Mechanical-Supported/dp/B09BVCVTBC/ref=sr_1_362?qid=1672903013&s=computers&sr=1-362
B0BFWGBX61,"Ambrane Unbreakable 3A Fast Charging Braided Type C Cable    1.5 Meter (RCT15, Blue) Supports QC 2.0/3.0 Charging",Computers&Accessories|Accessories&Peripherals|Cables&Accessories|Cables|USBCables,4.31,0.43,4.1,314.0,"AF36YUJUEUU3SA42PFAULM2F5RYA,AESE26BMILSD6E4AVO3YM76G4UPA,AFFB6IUQ46CEIYZ2U7OAYVKAL5RQ,AGHGLXUVEHN4NFA3CCYIUFWBIC4A,AELBYFRFAGLMXQQJKVDUWO7QX2VQ,AHF4A3ZGP7G6JLXAAJ77O2QDJSEQ,AEGZCGGDNS4ZRNPG3CDULRVB5Z5A,AE4YGDAAZX7ZDDGP4BTONW72CMIA",https://www.amazon.in/Ambrane-Unbreakable-Charging-RCT15-Supports/dp/B0BFWGBX61/ref=sr_1_363?qid=1672903013&s=computers&sr=1-363
B07SY4C3TD,HP GT 53 XL Cartridge Ink,"Computers&Accessories|Printers,Inks&Accessories|Inks,Toners&Cartridges|InkjetInkCartridges",8.93,0.18,4.4,3.219,"AHJ3EGCWYQPUL4CX3MXHWDERT7HA,AEA4XMS33D3PRZZLZ5W6H5BDENEA,AGBJ2ZDBNU3ZZ2AUTLSCVW525R4Q,AE7TDC25GEFP6FQHGQNYGMEGA7TQ,AFJVNPC2VSQ6SO7WIZJ5Y42BU5WQ,AE4KYJVLMHHZZHZGFZ6ETCWGRCNA,AFZCPKBUAC37LWA3YEJSQ5VU2TOA,AHV6ISLIIEDA6IZXTTGCR4DLLSTQ",https://www.amazon.in/HP-GT53XL-135-ml-Black-Bottle/dp/B07SY4C3TD/ref=sr_1_364?qid=1672903013&s=computers&sr=1-364
